video_name,Sentiment,joy,excited,surprise_pos,surprise_neg,worry,sadness,fear,disgust,frustration,anger,Reasoning_1,Reasoning_2,Reasoning_3
Jonathan_2012-11-27_sc93_5572412,2,3,3,2,1,1,1,1,1,1,1,smiling throughout indicates his appreciation of how crowded the park was and for the reason behind it,overcrowded with strong NMM pursed lips tight,"lip smirked when signing ""loves"" emphasizing joy and lip moves when signing ""play"" shows excited"
Jonathan_2012-11-27_sc93_5572413,3,3,2,1,1,1,1,1,1,1,1,this is almost an emotionless statement...not much expression involved.  almost like a monotone,compared beach has waves while lake NONE  ( negative) ,"The word ""beach"" is emphasized by a head shake and widened eyes and it suggests strong preference and enjoyment "
Jonathan_2012-11-27_sc93_5572615,-2,1,1,1,1,4,1,1,1,1,1,"the scrunched face while signing 'cleanXX' shows that its quite a chore, but then the face eases up when talking about friends coming over for the weekend","intense teeth clenched, cleaning cleaning head tiled back soon.. ","Furrowed brow and quick signs suggest worry, possibly anxiety.
""clean"" seems emphasized with whole body movement suggesting negative emotions"
Jonathan_2012-11-27_sc93_5572716,2,1,2,1,1,1,1,1,1,1,1,"his signing style in general is subdued and smallish, so it can be hard to decipher when he is actually expressing true excitement"," kissfist,  love camping  with head nodded agreement ","""love"" emphasized by head nod "
Jonathan_2012-11-27_sc93_5572717,3,3,2,2,1,1,1,1,1,1,1,"he makes a strong statement when talking about his friends' skill (F on chin), then the statement softens when he gives the reason (being a boy scout)",EXPERT why BOY SCOUT eye wide and head nod back ,"the word ""my"" is signed with wide eyes suggesting positive emotions, ""expert"" is signed quick and firm emphasizing respect "
Jonathan_2012-11-27_sc94_84088,-1,1,1,1,1,1,1,1,1,1,1,looks a lot like a neutral statement...perhaps a bit on the negative side that he was not invited,head ( UP) letting you know friend gone party,"The range of motion when signing out is wide 
There is a slight smile after party that suggests positive emotions like joy "
Jonathan_2012-11-27_sc94_841111,3,3,2,3,1,1,1,1,1,1,1,the flat face is not meant to convey or invoke much emotion or eagerness,"head tilted,  eyes wide ","The word surprise is signed quickly and with emphasized motion, this suggests positive surprise "
Jonathan_2012-11-27_sc94_841314,1,1,1,1,1,1,1,1,1,2,1,"playing a video game should convey excitement, but this neutral expression and signs makes one wonder if he is really happy for his friend, or somewhat judgmental","  now play games,  facial expression show not happy, ","the widen eyes during ""now"" show a little bit of frustration"
Jonathan_2012-11-27_sc94_841618,-1,1,1,1,1,2,1,1,1,1,1,the brevity of this question leads one to think that he might've heard that the party wasn't any good and is fishing for info to this effect..., good party with question as if he doubted the party was good. eye brow rasied with question,head moves forward slightly emphasizing worry when asking if its good party?
Jonathan_2012-11-27_sc94_841720,2,2,3,2,1,1,1,1,1,1,1,"the twinkle in his eyes at the end kinda leads the respondent to say 'yes, fishing was fun'",fun ?head down with eye brow raised and with small smile as if he knew its fun,"when the person signing ""fun"", mouth opens shows excited/joy, and head moves forward slightly emphasizing surprises"
Jonathan_2012-11-27_sc94_841821,3,4,3,3,1,1,1,1,1,1,1,he depicts bob's potential response to the surprise party by putting on a 'surprised' face,"AWE surprised ,  eye brow up,  exciting ","the whole clip is signed quickly and with broader motions, the word ""see"" is emphasized with open mouth and head gesture leading into surprise suggesting positive emotions"
Jonathan_2012-11-27_sc94_842226,-1,1,1,1,3,1,1,1,1,1,1,more of a neutral question,"true biz ? head movement, and facial expression wondering.. ","the forward head movent when signing love shows positive emotions, there also looks like a slight smile at the end that supports the positive emotions"
Jonathan_2012-11-27_sc94_842327,1,2,1,1,1,1,1,1,1,1,1,"emphasized the sign for 'love' at the beginning, but then his facial expression betrayed some possible worry or judgment at the person's excessive use of the Internet"," true biz ???, rasied brows,  head tiled up ","Widened eyes and nod when singing ""actually works"" suggest surprise or curiosity "
Jonathan_2012-11-27_sc94_843443,2,3,4,1,1,1,1,1,1,1,1,"coming from him, his strong sign of the word 'love' indicates high emphasis for him","WHY with question eye brow raised, head tilt","The word ""why"" is signed with emphasis on a head nod which suggests curiosity with positive emotions"
Jonathan_2012-11-27_sc94_844052,2,3,4,1,1,1,1,1,1,1,1,"this party animal is always up for a good time, and it shows in his emphasis on the sign for 'guaranteed'!",IF IF friend go party  head titled up with grin ( confidence) GUARANTEE I go party ,Guaranteed is signed sharply and quickly suggesting excitement 
Jonathan_2012-11-27_sc94_844153,2,2,3,1,1,1,1,1,1,1,1,the strong 'join' at the end indicates a party animal scarcely restraining his urges to attend a party,netural facial expression but  demand to join the party if friend attend.,"The widened eyes during the sign ""party"" shows excitement and the strong sign for ""join"" shows intent. "
Jonathan_2012-11-27_sc94_844255,-2,1,1,1,1,3,1,4,1,1,1,"the fingerspelled IF at the beginning conveys a sense of ominousness, moreso than if this word was signed","People look at me  Guarantee knew I am in trouble - eye gaze worried,  facial expression= worried, head tilt","The sign ""call"" is emphasized by the quick motion and widen eyes, it suggests worry "
Jonathan_2012-11-27_sc94_844356,-1,1,1,1,1,4,1,3,1,1,1,the wide eyes are in relation to a negative impact possibly occuring (bad weather),"facial show worried and stress,  eye brow furrowed",the word watch is emphasized with wide eyes and body movement suggesting negative emotions 
Jonathan_2012-11-27_sc94_844457,3,2,4,2,1,4,1,1,1,1,1,"wide-eyed 'have-to' indicates an action that must be done or else everything else afterwards will be a failure.  Also, the FS FRESH adds emphasis",fishing hurry get fish net ( emphasis) must hurry to keep fish fresh with body tilted ,Signing fast with furrowed brows suggest worry and anxiety 
Jonathan_2012-11-27_sc94_844458,-1,2,3,4,3,1,1,1,1,3,1,signed 'hard' two separate times to emphasize how hard it is to surprise Bob,"pursured lips,  wide eyes, raspberry kiss, ","signed word 'bob"" emphasized by widened eyes and ""hard"" emphasized by full cheeks like a sigh suggest negative emotions similar to frustration. Surprise was exaggerated with bigger range of motion and widened eyes as well "
Jonathan_2012-11-27_sc94_844762,-1,1,1,1,1,1,2,1,1,1,1,use of the word 'must' instead of 'want' shows stronger emotion, if friend go trip i must join. ( facial show demanded) make sure he doesnt miss this trip.  pouted lips ( must),"when the person signing ""i must join them"", the facial expressions shows frustration, anger and sadness by closed eyes slighly and frowning lip"
Jonathan_2012-11-27_sc94_844864,-3,1,1,1,1,2,1,1,1,1,1,"the large sign for eyes-popping-out indicates emphasis here, as well as the prolonged sign for texting","eyes popped, wow  stay and playing VG game all night ",furrowed eyebrows and the speed of signs suggest frustration or negative emotions 
Jonathan_2012-11-27_sc94_845270,3,3,3,3,1,1,1,1,1,1,1,"not sure if he is happy for his friend, or jealous at not being invited","friend GO wide eyes, gather party ,",why is signed with wide eyes suggesting excitement 
Jonathan_2012-11-27_sc94_845472,1,1,3,1,1,1,1,1,1,1,1,the kiss-fist and the emphasis on love dovetail well with the accompanying closed eyes, not emphasized he loves to go fishing but more of blank expression  that he enjoy fishing ,"when signing ""love"" closing eyes and shaking body emphasize positive emotions and  joy "
Jonathan_2012-11-27_sc94_845473,3,4,4,3,1,1,1,1,1,1,1,wide eyes betray his excitement at Bob's surprise party being planned,why ? plan surprise bbday party for bob age 21.. eye closed and show surprised with why expression showiing important party ,"the widen eyes, raising eyebrows emphasizing surprised/excited."
Jonathan_2012-11-27_sc94_845574,-1,1,1,1,2,1,2,1,1,1,1,"his facial expression did not betray much anger or disappointment at the incident, so it must've happened far enough in the past for it to become a non-issue",arrived L A T E ( emphasized) why ? bike accident ,"The body movements and facial expressions were very neutral, without context there is not much emotion to determine. When pairing with context there is a suggestion of negative emotions"
Jonathan_2012-11-27_sc94_845675,3,3,3,2,1,1,1,1,1,1,1,his emphasis on the sign for 'love' at the beginning...pausing when signing it...indicated that explanations for this reasoning were upcoming,"LOVE, squeezed eyes, GO ASIA, eye wide why, eye gaze  attention why asia many things to do","when the person signs ""my friend loves"", closed eyes with slight tilted head forward shows joy and one blinked eyes with head moving forward swiftly shows excited when signs ""many things to do"""
Jonathan_2012-11-27_sc94_845676,-3,1,1,1,1,1,2,1,4,4,3,his big sign for 'nothing' and the facial expressing showing disgust both say it all...,"firm and show frustrated  ALWAYS on VG game , body tilted.. down","when signs ""do nothing"" face has a grimace that supports negative emotions like disgust "
Jonathan_2012-11-27_sc94_845878,3,4,4,1,1,1,1,1,1,1,1,use of rhetorical question often is used to build up interest.  Widened eyes also betrayed his friend's excitement/joy,not show emotional ,"widen eyes, eyebrows up shows joy/excited when signing ""Why?"""
Jonathan_2012-11-27_sc95_28816,3,4,4,1,1,1,1,1,1,1,1,"use of 'honestly' and 'kiss fist', plus 'rotfl' all work together to convey genuine and sheer admiration for the person","kissfist, why, makes me laugh !  shoulder raising ","the word ""love/adore"" is emphasized by closed eyes and a head nod which suggests very positive emotions "
Jonathan_2012-11-27_sc95_29019,3,4,4,2,1,1,1,1,1,1,1,the sign for going-back-n-forth/competition was emphasized by slowing down and adding facial expressions of struggling," good game, competion and won game by two points.   ",The speed of the signs are showing excitement and anticipation and the way the score is emphasized shows joy 
Jonathan_2012-11-27_sc95_29423,-2,1,1,1,1,1,3,1,2,4,1,he places emphasis on the sign for 'sick'...slowing it down as opposed to the other signs,winter ( ME TEND) sick ( emphasized strong)  why > head shake  wearing  flipping shoes ,Widened eyes suggest worry 
Jonathan_2012-11-27_sc95_29525,-3,1,1,1,1,1,2,1,1,3,2,'detest' [larger] and 'bawl out' [repeated] were emphasized here...,upset principal bawl students ( mouth open and close) emphaized  he/she is angry cuz miss homework.,"when the person signing ""yells"", eye squinted slightly emphasizing anger."
Jonathan_2012-11-27_sc95_29626,-2,1,1,1,1,2,2,1,1,3,1,depicting himself saying 'shucks' serves to draw one into how he was truly feeling,"negative with head tilted,  miss alarm, looking sad with facial expression ","the furrowed brows when signing ""missed the alarm"" show upset and negative emotions. "
Jonathan_2012-11-27_sc95_29931,-2,1,1,1,1,4,1,4,1,1,1,'honestly' at the beginning brings emphasis to what he is going to say...and then the quick signing of 'blow her top' brings an air of gravity...no BS ," honest EMPHASIZED,  mom tempered ( pouted lips) head nodded","Straight lips turn to frown suggesting negative emotions, head nod while frowning emphasizes this 
"
Jonathan_2012-11-27_sc95_30438,3,4,4,4,1,1,1,1,1,1,1,"Using a rhetorical question often is for the purpose of building up suspense or drawing in the viewer's interest...then he used widened eyes (among others) to indicate 'joy'
","wide eyes, mouth show wow NMM","the eye blinking shows surprise and excited/joy when signing ""wonderful"", "
Jonathan_2012-11-27_sc96_31655087,-2,1,1,1,1,1,1,1,1,1,1,"this seemed to be just a matter-of-fact statement, neither negative nor positive",bad storm why near ocean ( negative),"the word bad is paid with a head shake, this emphasizes negative emotions."
Jonathan_2012-11-27_sc96_31655088,3,4,4,1,1,1,1,1,1,1,1,the smile at the end when talking about the sun shining on them indicates that he really means what he is saying,"love sun, love florida,  head tilted and  emphasized  love beach","The speed of the signs slowed down for love sun 
The lip motion when signing sun at the end emphasized good feelings"
Jonathan_2012-11-27_sc96_31655186,-2,1,1,1,1,3,3,1,1,3,1,"he paused when signing 'double' for effect, and signed that word slower than the others","have-to PAY DOUBLE, CS,  furrowed brows, head titled ","wide eyes and slowing down wehn signing ""pay"" suggest negative emotions coupled with the word""double"" which is emphasized and signed quicker reflecting a negative thing"
Jonathan_2012-11-27_sc96_31655481,3,3,4,4,1,1,1,1,1,1,1,"using RH questions is a way of building interest and lending impact to what is going to be said.  here, a large sign for 'imagine' also helps give an upbeat mood","kissfist, head tiled down,",Imagine is signed wide and open suggesting postive cues along with the head nod for love 
Jonathan_2012-11-27_sc96_31655777,1,1,1,1,1,1,1,1,1,1,1,"this looked like a statement to begin with (neutral brows), but then it turned into a Y/N question ","WH question, head tiled and emphasized crash party",raised eyebrows and open sign movement suggests positive emotions 
Jonathan_2012-11-27_sc96_31655778,3,3,3,2,1,1,1,1,1,1,1,his smiling throughout shows that this is an 'awww...shucks' kind of statement,"head titled, bob sent love letter,  why = eye gazed,  wedding anniversary head nod ","when signing ""why"" the  nod of the head forward suggesting positive feelings. The signs slow down when talking about love which emphasizes adoration"
Jonathan_2012-11-27_sc96_31656468,3,2,3,1,1,1,1,1,1,1,1,trying to remain modest by raising his brows while at the same time pausing for effect when showing his chest muscles,"PEP big ,  LOOK GOOD, eye brow raised and head hilted down","""cool"" is signed with a head not and smirk suggesting happiness "
Jonathan_2012-11-27_sc96_31657453,-2,1,1,1,1,3,1,2,1,1,1,the clenched teeth show fear creeping slowly into his psyche,"question, bad weather , head tilt ",the head nod forward when signing boston with wide eyes shows concern/worry and almost a little fear
Jonathan_2012-11-27_sc96_31657650,2,1,2,1,1,1,1,1,1,1,1,"this was a question, so it was mostly neutral, except a bit leading (she makes the *best* pie, right?!)",head up and down asking question eye brow crossed ( right ) ??asking if Aunt ,"head nodding and eyebrow up showing surprised when signing, ""..right?""."
Jonathan_2012-11-27_sc96_31657848,-3,1,1,1,1,3,3,4,1,1,1,large eyes show his concern and worry at the mother being sick," eyes wide, worried face,  eye brow rasised ","""sick"" signed with wide eyes and head motion suggest intense worry "
Jonathan_2012-11-27_sc96_31658341,-1,1,1,1,1,1,1,1,1,2,1,"one party animal smiling knowingly at how his fellow party animal did something slightly rule-bending, with that smirk throughout","friend crashed party = eye gaze, head nod, agreement ",the sign crash is emphasized with closed eyes that could express frustration
Jonathan_2012-11-27_sc96_31659327,2,3,2,1,1,1,1,1,1,1,1,his small-ish signs for this reduce the effect of otherwise saying that he really enjoys watching fireworks,head tilted and like like ++  firework  cool !  widen eyes,"Eyes widen when signing ""fireworks"" suggest awe-struck, and joy "
Jonathan_2012-11-27_sc96_31660216,-3,1,1,1,1,4,4,4,1,1,1,"first time I've seen such strong sentiments from him, with strong emphasis on the 'bad'",  NOW ( emphasized) bad storm bold sign whew ,"the word bad was emphasized by a firmer sign through body language and the head nod emphasized the ""bad"" suggesting negative emotions"
Jonathan_2012-11-27_sc96_31660612,-1,1,1,1,1,4,4,1,1,1,1,"for what could've been signed/expressed more negatively, he stated it quite neutrally, with only a touch of worry registering on his face, and signs confined to a small space", mother now sick with flat facial expression.. but eyes show worried ,Sick seems emphasized as it was slower than the rest of the statement 
Rachel_2011-12-01_sc43_17582212,-3,1,1,1,3,1,1,4,1,1,1,huge sign for 'scared' can only mean one thing....she was really scared!,"scared with eyes closed,  mouth closed ( wow ) movie scared ",the exaggeration of the body movement  and eyes closed when scared is signed really suggest that there was fear. 
Rachel_2011-12-01_sc43_17584208,2,4,3,3,1,1,1,1,1,1,1,"had to re-watch the video to ensure that I understood her right...that she was honored to have been chosen for the club.  Usually, the sign for 'honored' in this context would be moving towards herself.","pick me to join club with small smile, ( wow) big honor ( head ) up","the widen eyes all the way emphasizing joy and surprised, and facial expression emphasizing excited by eyebrow up all the way"
Rachel_2011-12-01_sc43_17586206,3,4,4,2,1,1,1,1,1,1,1,"use of 'kiss-fist', and smiling face","kissfist, fall,  eye wide ","The head moving forward slightly and fast blinking eyes shows joy and excited when signing ""love"""
Rachel_2011-12-01_sc43_17588201,-1,1,1,1,1,1,1,1,1,2,1,'analyze' and 'look-at' were used to describe what she is doing with the math problem...as a way to emphasize with different words,"CS teeth, emphasized ANALYZED ,LOOK HARD ","Facial expression looks worried, teeth bared, suggests frustration and the signs are fast emphasizing the frustration"
Rachel_2011-12-01_sc43_17590198,-3,1,1,1,1,1,1,1,2,2,1,the use of 'enemy/friend' threw me off.  Her large sign for 'enemy' emphasized how much she hates her alarm!," friend enemy alarm, facial expression show not happy,  head shake negative ",Exaggerated sign and facial expression (closed eyes) suggest very negative emotions. 
Rachel_2011-12-01_sc43_17592194,-2,1,1,1,1,1,2,1,3,4,4,"it looks like she's been trying to repeatedly convince people of the dangers of alcohol, based on her squinted eyes and her shaking head, as if she's been saying this over and over again",alcohol head shaking  NOT ALWAYS GOOD furrow eye brows ,Bared teeth with squinted eyes and head shaking suggest negative emotions 
Rachel_2011-12-01_sc43_17593193,3,4,4,1,1,1,1,1,1,1,1,"the sign for love was emphasized, as well as the inclusion of the smile at the end gave extra meaning to what she was trying to say",love to fly diff place ++ with smile emphasis  slight squint and narrowed eyes ,"Smiling suggests positive emotions like joy, the signs are wide in movement showing happiness along with the smile "
Rachel_2011-12-01_sc43_17596188,-2,1,1,1,1,2,1,4,4,1,1,slowed down for 'really' then signed 'scary' largely,"BOLD Sign, SCARY movie, furrowed brows, pouted lips ","The face scrunch and head nod emphasize ""scary"" suggesting fear"
Rachel_2011-12-01_sc43_17597185,-2,2,2,1,1,1,1,2,1,1,1,her forced smile while explaining how she felt about the haunted house serves to foreshadow something that might be coming...,"knew.. with smile,  haunted house  at my own risk teeth clenched ","the smiling while signing ""in at my own risk"" suggests excitement, the extra body movements with the shoulders show excitement as well"
Rachel_2011-12-01_sc43_17598184,2,3,4,4,1,1,1,1,3,1,1,"the strongly-signed love shows how she truly feels about action movies, and the sticking-out tongue along with the hand-toss show how she truly feels about drama movies",love HAUNTED movies head tilted and strong #  FS not drama ,"Excitement shows when signing fast about ""action movies"" when signing about ""drama"" shows disgust when opening mouth and baring teeth to emphasize dislike "
Rachel_2011-12-01_sc43_17602177,-1,1,1,1,3,1,1,1,1,4,1,"the enlarged eyes indicated that this was an unusual event, one with large impact","car accident traffic awful with mouth tightness and a bit of ""0""","in the end of video, the person signing ""ohhh"", the raising eyebrows and blinking once emphasizing surprised negative slightly."
Rachel_2011-12-08_sc44_1539625,-2,1,2,4,4,1,1,1,1,3,1,talking to the camera probably affects how she role shifts in this clip...instead of eye gazing to the space besides her as if she is talking to someone else, hates surprised shaking head negative ,"""love"" accompanied with quicker motions, smile and deeper movements and ""hate"" accompanied with negative facial expression and quick sharp movement"
Rachel_2011-12-08_sc44_1540021,-2,1,1,1,1,1,1,1,4,1,1,"her depiction of 2 people drew me into the video, causing me to identify with both the stuck-up view of McDonald's and the disgusted view of McDonald's","head shake, as no, facial expressin strong show mcdonald is not best burger","the half closed eyes with flat lip shows disgust when signs ""cheaper"""
Rachel_2011-12-08_sc44_1540612,1,1,2,1,1,1,1,1,4,3,2,"the emphasis on the sign for 'good', with wide eyes contrasts with the sign for 'lousy' and its accompanying scrunched face",book read so good head tiled then back head shake no book lousy disagreement head shake.. ,"Both good and lousy were emphasized respectively. ""good"" emphasized with body movement like the head movement and intensity. ""lousy"" emphasized by facial expression with disdain and head shake "
Rachel_2011-12-08_sc44_1540613,1,1,3,1,1,1,2,1,2,1,1,shifts quickly from a smiling/happy face to one showing disgust to indicate 2 different people talking,"head tilt, good team, no disagree head shake,  facial expression with negative saying losing all the time ","The facial expression during ""good football team"" shows excitement and happiness however when signing ""losing and never win"" it shows disappointment"
Rachel_2011-12-08_sc44_154108,-1,2,2,2,1,1,1,1,1,1,1,would've liked to see a clearer role shift between the 2 people she was depicting...maybe turning of shoulder or such...," head shake, eye brow raised and head down shaking head, mouth wrenched ","signed ""lousy"" with face schunch and wider range of movement emphasizes negative emotions, signed ""beautiful"" with smile and nod suggesting positive emotions "
Rachel_2011-12-08_sc45_5596228,-3,1,1,1,1,1,2,1,1,4,1,"the signs for 'upset' and 'i don't know' were both lower than usual, signifying that she is not really too concerned about it",puzzled why dad is upset shaking head dont know why,the fown with closed lips and puffed cheeks suggest worry and is supported by squinted eyes 
Rachel_2011-12-08_sc46_1470684,-3,1,1,1,1,3,4,2,3,1,1,facial expression to accompany 'really hungry' made it more relatable,"AWFUL pursed lips,  emphasized HUNGRY ","the word ""hungry"" was emphasized by deep movements and a scrunched facial expression with bare teeth "
Rachel_2011-12-08_sc46_35420258,-1,1,1,1,1,1,4,1,1,1,1,the shaking head reinforces the concept that the student didn't win,"shaking head not winning, ","""not win""signed with a head shake and smirk suggests disappointment "
Rachel_2011-12-08_sc46_36918922,3,4,4,1,1,1,1,1,1,1,1,slower pace when signing 'she will love it' as compared to the preceding signs...shows that she is excited about it,eye brow raised- mom LOVE,"the head movement shows joy and excited when signing ""she will love it!"" in the end"
Rachel_2011-12-08_sc46_5989857,3,4,4,1,1,1,1,1,1,1,1,large signs for 'great'...and use of smile at the same time,eyes squeezed and showing excitement- think ( head down) and emphasized great.,"head moving around slightly, widen eyes emphasizing joy/excited."
Rachel_2011-12-08_sc46_69413690,-3,1,1,1,1,1,1,1,1,1,2,"how she closed her eyes while signing 'awful' signifies a strong emotion, punctuated by how she flips her hand at the end",FS # RENT movie really AWFUL !! furrowed brows,"""awful"" was exaggerated and emphasized with closed eyes "
Rachel_2011-12-08_sc46_79664536,-3,1,1,1,1,4,4,2,1,3,2,the large sign for 'threat' shows that it is truly an ominous thing, head tiled and show frustrated cuz man hit the guy and now he will sue.  Strong hard sign ( as if frustrated now ) then head tiled up and eyes narrowed  frustrated ,"the hand/body gesture at the end suggests frustration, the overall body language supports negative emotions. The facial expression with wide eyes and pursed lips show worry."
Rachel_2012-01-27_sc50_36288803,2,4,3,1,1,1,1,1,1,1,1,"the head-bobbing throughout indicates emphasis, as well as the outstretched hands at the end",emphjasized dad and i same likes choclate cereal with head nodding as if its important information ,"Head nodding and smiling, as well as the way the hands are positioned after the statement reflect positive emotions. The way ""same"" was signed with intensity and speed shows emphasis on that word as well"
Rachel_2012-01-27_sc50_36291796,-2,1,1,1,1,1,1,1,4,1,1,the squinted eyes and the head-shaking serve to emphasize her dislike for this pineapple cream cheese," No, shaking head, dislike, head movement and body posture ","when the person signs ""no no"", head shakes with furrowed bows with closed eyes shows disgust"
Rachel_2012-01-27_sc50_36292794,3,4,1,1,1,1,1,1,1,1,1,nodding throughout while making her assertion makes the assertion all that more bolder, trying to show emphasized that she likes phil cheese cream.  facial expression and  head nod ,the continuous head nod during the whole statement really emphasized positive emotions
Rachel_2012-01-27_sc50_36294790,-2,1,1,1,1,1,3,1,1,2,1,squinted eyes and shaking head betray her disgust at today's weather,weather shake head... not pretty ..tongue out  ,"Furrowed brows with head shake and straight lips show dislike and unhappiness, along with head shaking supporting upset, negative emotions "
Rachel_2012-01-27_sc50_36295789,-1,1,1,1,4,1,1,1,1,1,1,shaking head when talking about surprises,"shake head, mom dislike, furrowed brows ",Head shake and brow furrow suggests worry 
Rachel_2012-01-27_sc50_36298782,-2,1,1,1,1,1,4,1,1,4,1,makes a disgusted face while signing 'lousy' a bit exaggerated than normal,"weather lousy today  furrowed brows, pouted lips","when signing ""lousy"" bared teeth emphasize negative emotions, suggests disappointment "
Rachel_2012-01-27_sc51_26827321,-2,1,1,1,1,1,4,1,1,2,2,head-nod and scrunched cheek show this as something that actually did happen.,head nodding ( YES true biz ) car broken down with lips pursed tight ,frowning lip emphasizing sadness.
Rachel_2012-01-27_sc51_26827419,-1,1,1,1,1,1,1,1,1,1,1,the hand wave in the middle indicates strong clarification...that something else happened instead of what was thought to have happened," head nod, facial expression,   head tilt","when the person signs ""crashes with that car"", head tilts forward with furrowed bows and flat lips emphasizes anger"
Rachel_2012-01-27_sc51_26827517,-1,1,1,1,1,1,2,1,1,3,1,waving hand at the beginning as if to get attention...signposting to show that some important info is upcoming,"shaking hand , with negative facial expression, looking frustrated","when the person signs ""mary"", the head moves forward swiftly and open mouth emphasizes frustrated, frowning lip after signs ""broken down car"" shows sadness."
Rachel_2012-01-27_sc51_26827616,-1,1,1,1,1,1,1,1,1,3,2,"Here, she seems to just be making a statement that may or may not lead up to a more positive or negative expression of emotion later on","eye brow down, emphasized remember","eyebrow raising up when asking ""do you remember"" showing frustration, head lilt forward slightly, nodding in head shows disgust when signing ""broke down the engine"""
Rachel_2012-01-27_sc51_2682838,-2,1,1,1,1,2,2,1,1,1,1,looks like this event happened far enough in the past for her to be removed from the immediate strong feelings such an event would've produced,pouted lips ( car is down)  head going down,"when the person signing ""broke down"", the head moving down slighly while eyebrow down, lip smirked, showing sadness, frustrated, and anger."
Rachel_2012-01-27_sc51_2682847,-3,1,1,1,1,3,1,1,1,1,2,"using large space for the sign 'broken' signifies that its not just a loose screw somewhere, but something far more serious",car broken. HEAD toward ,The sign speed was very quick and broke felt emphasized with the facial expression changing with pursed lips 
Rachel_2012-02-14_sc66_25328,-2,1,1,1,1,1,2,1,1,4,1,"this is more of a matter-of-fact statement, with negative overtones",wrong in the system. head movement and  facial expression ,"Squinted eyes while signing ""many things wrong with the system"" suggest disdain and frustration "
Rachel_2012-02-14_sc66_253715,-1,1,1,1,1,2,1,1,1,1,1,she looks lawyerly...FS'ing 'HIT' instead of signing that word...perhaps to not lead the witness on to how the car's glass got broken," # HIT, glass broken head tilted up, ","eyebrows go up and down when signing ""broken"" suggesting negative emotions, like worry "
Rachel_2012-02-14_sc66_253816,-1,1,1,1,2,2,1,1,1,1,1,she used fingerspelling for 'collided' instead of signs...indicating a more neutral presentation of facts than might have happened otherwise,"WH - question, eye brow raised,  shoulder shift lower ",......
Rachel_2012-02-14_sc66_253917,-1,1,1,1,1,1,1,1,1,1,1,"looks like could be someone giving a report...neither positive, negative, nor emotional",glasses shattered  looking worried ,"widened eyes while signing ""car crashed"" suggest negative surprise "
Rachel_2012-02-14_sc66_254424,-2,1,1,1,3,1,2,1,4,1,2,"admittedly, I might be biased by integrating my own emotions on this topic with her sentiments, possibly producing stronger feelings than she intended ","sorry why deaf , raising eyebrow, and lower eye brow  doctor inform , eye gaze looking as if telling a story","when the person signs ""sorry"". head moves back slightly with furrowed brows shows anger, the head swiftly moves back in the end of the video shows disgust "
Rachel_2012-02-14_sc66_254525,-1,1,1,1,2,2,2,3,1,1,1,would need to see more context to more fully understand the meaning of this statement, upset parents are scared then.. ( that part was not clear)  emphaized parents are upset..,furrowed eyebrows and leaning back suggest worry
Rachel_2012-02-14_sc66_254728,-3,1,1,1,1,3,2,3,1,1,1,the fingerspelling of INTIMIDATING instead of signing it serves to emphasize the strength of this word/emotion," facial expression= negative,  shoulder raising and raised eye brow ","The word sick was emphasized with bare teeth and deeper body movements, the widen eyes show concern and worry."
Rachel_2012-02-14_sc66_254829,2,3,1,1,1,1,1,1,1,1,1,her FS and then signing the word 'identified' serve to emphasize the exact English word she hopes is used by professionals when talking to parents of newly-diagnosed babies,"finger spelled  emphasized, shoulder raising,  not bad ",Body language and the shoulder shrug with a smile suggests overall positive emotions
Rachel_2012-02-14_sc66_254931,-3,1,1,1,1,1,1,1,2,2,1,she is using neutral expressions to set up comments on how 'intervention' is a negative word when it comes to dealing with Deaf babies,firm signer ( intervention) repeat ++ with bold facial expression,"Signs are quick showing some frustration
Eyes at the end are squinted and the sign is repeated over and over again to emphasize it, this suggests negative emotions when paired with the quick signs and facial expression"
Rachel_2012-02-14_sc66_255033,2,1,1,1,1,1,1,1,1,1,1,big sign for 'fine' shows that the baby is doing just fine!,strong firm ( FINE) with narrowed eyes ,eye squinting with smile suggest positive emotions
Rachel_2012-02-14_sc66_255438,-2,1,1,1,2,1,1,1,1,1,1,"again, looks lawyerly...as if she is trying to avoid using the sign for 'smashed' or 'hit'...trying to induce someone else to describe exactly how the glass got broken.  Her facial expression betrays no joy nor sadness",head titled down asking question,"eyebrow lift emphasizes ""crash"" and ""broken"" shows surprise or potentially worry"
Rachel_2012-02-14_sc66_255844,1,2,2,1,1,1,1,1,1,1,1,"the shifting eyes caused me to re-watch this video, seeing if there was some meaning in them (none that I could decipher)","shoulder raising - head nod, as affirmation ","when the person signs """"ahh"" i can do more than one"", the mouth opens with widen eyes"
Rachel_2012-02-14_sc66_255946,-1,1,1,1,2,3,3,2,1,2,1,"her squinted eyes at the end indicate 'like, huh??'","pouted lips, dad upset","the head movement at the end, pursed lips and the way they move back suggest confusion/worry. "
Rachel_2012-02-14_sc66_256351,-1,3,1,1,1,1,1,1,1,3,1,"the negative surprise was expressed by slightly depicting a hearing person's perception of a Deaf person before quickly reverting to...'see, they're fine!'","show, fine,  as if deaf person can do it.. ","the eye squints slightly showing frustrated, body language shows more confidence showing joy "
Rachel_2012-02-14_sc66_256352,2,2,1,3,1,1,1,1,1,1,1,her use of repetition serves to emphasize her point, signer sign firmly  with body tilted  ,"Range of motion is wide, overall facial expression show positivity. Maybe not Joy but not negative emotions "
